precinct_id,is_complete,votes,votes_align1,votes_alignfinal,GEOID10,candidate,precinct,precinct_full,align1,alignfinal,county,congressional_district,precinct_delegates
3724,FALSE,0,0,0,32003-3724,sandersb,3724,3724_3724,0,0,Clark,4,11
3724,FALSE,0,0,0,32003-3724,steyert,3724,3724_3724,0,0,Clark,4,11
3724,FALSE,0,0,0,32003-3724,warrene,3724,3724_3724,0,0,Clark,4,11
3724,FALSE,0,0,0,32003-3724,yanga,3724,3724_3724,0,0,Clark,4,11
3724,FALSE,0,0,0,32003-3724,uncommitted,3724,3724_3724,0,0,Clark,4,11
3723,FALSE,0,0,0,32003-3723,bennetm,3723,3723_3723,0,0,Clark,4,7
3723,FALSE,0,0,0,32003-3723,bidenj,3723,3723_3723,0,0,Clark,4,7
3723,FALSE,0,0,0,32003-3723,buttigiegp,3723,3723_3723,0,0,Clark,4,7
3723,FALSE,0,0,0,32003-3723,delaneyj,3723,3723_3723,0,0,Clark,4,7
3723,FALSE,0,0,0,32003-3723,gabbardt,3723,3723_3723,0,0,Clark,4,7
3723,FALSE,0,0,0,32003-3723,klobuchara,3723,3723_3723,0,0,Clark,4,7
3723,FALSE,0,0,0,32003-3723,patrickd,3723,3723_3723,0,0,Clark,4,7
3723,FALSE,0,0,0,32003-3723,sandersb,3723,3723_3723,0,0,Clark,4,7
3723,FALSE,0,0,0,32003-3723,steyert,3723,3723_3723,0,0,Clark,4,7
3723,FALSE,0,0,0,32003-3723,warrene,3723,3723_3723,0,0,Clark,4,7
3723,FALSE,0,0,0,32003-3723,yanga,3723,3723_3723,0,0,Clark,4,7
3723,FALSE,0,0,0,32003-3723,uncommitted,3723,3723_3723,0,0,Clark,4,7
3722,FALSE,0,0,0,32003-3722,bennetm,3722,3722_3722,0,0,Clark,4,7
3722,FALSE,0,0,0,32003-3722,bidenj,3722,3722_3722,0,0,Clark,4,7
3722,FALSE,0,0,0,32003-3722,buttigiegp,3722,3722_3722,0,0,Clark,4,7
3722,FALSE,0,0,0,32003-3722,delaneyj,3722,3722_3722,0,0,Clark,4,7
3722,FALSE,0,0,0,32003-3722,gabbardt,3722,3722_3722,0,0,Clark,4,7
3722,FALSE,0,0,0,32003-3722,klobuchara,3722,3722_3722,0,0,Clark,4,7
3722,FALSE,0,0,0,32003-3722,patrickd,3722,3722_3722,0,0,Clark,4,7
3722,FALSE,0,0,0,32003-3722,sandersb,3722,3722_3722,0,0,Clark,4,7
3722,FALSE,0,0,0,32003-3722,steyert,3722,3722_3722,0,0,Clark,4,7
3722,FALSE,0,0,0,32003-3722,warrene,3722,3722_3722,0,0,Clark,4,7
3722,FALSE,0,0,0,32003-3722,yanga,3722,3722_3722,0,0,Clark,4,7
3722,FALSE,0,0,0,32003-3722,uncommitted,3722,3722_3722,0,0,Clark,4,7
3721,FALSE,0,0,0,32003-3721,bennetm,3721,3721_3721,0,0,Clark,4,10
3721,FALSE,0,0,0,32003-3721,bidenj,3721,3721_3721,0,0,Clark,4,10
3721,FALSE,0,0,0,32003-3721,buttigiegp,3721,3721_3721,0,0,Clark,4,10
3721,FALSE,0,0,0,32003-3721,delaneyj,3721,3721_3721,0,0,Clark,4,10
3721,FALSE,0,0,0,32003-3721,gabbardt,3721,3721_3721,0,0,Clark,4,10
3721,FALSE,0,0,0,32003-3721,klobuchara,3721,3721_3721,0,0,Clark,4,10
3721,FALSE,0,0,0,32003-3721,patrickd,3721,3721_3721,0,0,Clark,4,10
3721,FALSE,0,0,0,32003-3721,sandersb,3721,3721_3721,0,0,Clark,4,10
3721,FALSE,0,0,0,32003-3721,steyert,3721,3721_3721,0,0,Clark,4,10
3721,FALSE,0,0,0,32003-3721,warrene,3721,3721_3721,0,0,Clark,4,10
3721,FALSE,0,0,0,32003-3721,yanga,3721,3721_3721,0,0,Clark,4,10
3721,FALSE,0,0,0,32003-3721,uncommitted,3721,3721_3721,0,0,Clark,4,10
3720,FALSE,0,0,0,32003-3720,bennetm,3720,3720_3720,0,0,Clark,4,8
3720,FALSE,0,0,0,32003-3720,bidenj,3720,3720_3720,0,0,Clark,4,8
3720,FALSE,0,0,0,32003-3720,buttigiegp,3720,3720_3720,0,0,Clark,4,8
3720,FALSE,0,0,0,32003-3720,delaneyj,3720,3720_3720,0,0,Clark,4,8
3720,FALSE,0,0,0,32003-3720,gabbardt,3720,3720_3720,0,0,Clark,4,8
3720,FALSE,0,0,0,32003-3720,klobuchara,3720,3720_3720,0,0,Clark,4,8
3720,FALSE,0,0,0,32003-3720,patrickd,3720,3720_3720,0,0,Clark,4,8
3720,FALSE,0,0,0,32003-3720,sandersb,3720,3720_3720,0,0,Clark,4,8
3720,FALSE,0,0,0,32003-3720,steyert,3720,3720_3720,0,0,Clark,4,8
3720,FALSE,0,0,0,32003-3720,warrene,3720,3720_3720,0,0,Clark,4,8
3720,FALSE,0,0,0,32003-3720,yanga,3720,3720_3720,0,0,Clark,4,8
3720,FALSE,0,0,0,32003-3720,uncommitted,3720,3720_3720,0,0,Clark,4,8
3719,FALSE,0,0,0,32003-3719,bennetm,3719,3719_3719,0,0,Clark,4,13
3719,FALSE,0,0,0,32003-3719,bidenj,3719,3719_3719,0,0,Clark,4,13
3719,FALSE,0,0,0,32003-3719,buttigiegp,3719,3719_3719,0,0,Clark,4,13
3719,FALSE,0,0,0,32003-3719,delaneyj,3719,3719_3719,0,0,Clark,4,13
3719,FALSE,0,0,0,32003-3719,gabbardt,3719,3719_3719,0,0,Clark,4,13
3719,FALSE,0,0,0,32003-3719,klobuchara,3719,3719_3719,0,0,Clark,4,13
3719,FALSE,0,0,0,32003-3719,patrickd,3719,3719_3719,0,0,Clark,4,13
3719,FALSE,0,0,0,32003-3719,sandersb,3719,3719_3719,0,0,Clark,4,13
3719,FALSE,0,0,0,32003-3719,steyert,3719,3719_3719,0,0,Clark,4,13
3719,FALSE,0,0,0,32003-3719,warrene,3719,3719_3719,0,0,Clark,4,13
3719,FALSE,0,0,0,32003-3719,yanga,3719,3719_3719,0,0,Clark,4,13
3719,FALSE,0,0,0,32003-3719,uncommitted,3719,3719_3719,0,0,Clark,4,13
3718,FALSE,0,0,0,32003-3718,bennetm,3718,3718_3718,0,0,Clark,4,5
3718,FALSE,0,0,0,32003-3718,bidenj,3718,3718_3718,0,0,Clark,4,5
3718,FALSE,0,0,0,32003-3718,buttigiegp,3718,3718_3718,0,0,Clark,4,5
3718,FALSE,0,0,0,32003-3718,delaneyj,3718,3718_3718,0,0,Clark,4,5
3718,FALSE,0,0,0,32003-3718,gabbardt,3718,3718_3718,0,0,Clark,4,5
3718,FALSE,0,0,0,32003-3718,klobuchara,3718,3718_3718,0,0,Clark,4,5
3718,FALSE,0,0,0,32003-3718,patrickd,3718,3718_3718,0,0,Clark,4,5
3718,FALSE,0,0,0,32003-3718,sandersb,3718,3718_3718,0,0,Clark,4,5
3718,FALSE,0,0,0,32003-3718,steyert,3718,3718_3718,0,0,Clark,4,5
3718,FALSE,0,0,0,32003-3718,warrene,3718,3718_3718,0,0,Clark,4,5
3718,FALSE,0,0,0,32003-3718,yanga,3718,3718_3718,0,0,Clark,4,5
3718,FALSE,0,0,0,32003-3718,uncommitted,3718,3718_3718,0,0,Clark,4,5
3717,FALSE,0,0,0,32003-3717,bennetm,3717,3717_3717,0,0,Clark,4,3
3717,FALSE,0,0,0,32003-3717,bidenj,3717,3717_3717,0,0,Clark,4,3
3717,FALSE,0,0,0,32003-3717,buttigiegp,3717,3717_3717,0,0,Clark,4,3
3717,FALSE,0,0,0,32003-3717,delaneyj,3717,3717_3717,0,0,Clark,4,3
3717,FALSE,0,0,0,32003-3717,gabbardt,3717,3717_3717,0,0,Clark,4,3
3717,FALSE,0,0,0,32003-3717,klobuchara,3717,3717_3717,0,0,Clark,4,3
3717,FALSE,0,0,0,32003-3717,patrickd,3717,3717_3717,0,0,Clark,4,3
3717,FALSE,0,0,0,32003-3717,sandersb,3717,3717_3717,0,0,Clark,4,3
3717,FALSE,0,0,0,32003-3717,steyert,3717,3717_3717,0,0,Clark,4,3
3717,FALSE,0,0,0,32003-3717,warrene,3717,3717_3717,0,0,Clark,4,3
3717,FALSE,0,0,0,32003-3717,yanga,3717,3717_3717,0,0,Clark,4,3
3717,FALSE,0,0,0,32003-3717,uncommitted,3717,3717_3717,0,0,Clark,4,3
3716,FALSE,0,0,0,32003-3716,bennetm,3716,3716_3716,0,0,Clark,4,5
3716,FALSE,0,0,0,32003-3716,bidenj,3716,3716_3716,0,0,Clark,4,5
3716,FALSE,0,0,0,32003-3716,buttigiegp,3716,3716_3716,0,0,Clark,4,5
3716,FALSE,0,0,0,32003-3716,delaneyj,3716,3716_3716,0,0,Clark,4,5
3716,FALSE,0,0,0,32003-3716,gabbardt,3716,3716_3716,0,0,Clark,4,5
3716,FALSE,0,0,0,32003-3716,klobuchara,3716,3716_3716,0,0,Clark,4,5
3716,FALSE,0,0,0,32003-3716,patrickd,3716,3716_3716,0,0,Clark,4,5
3716,FALSE,0,0,0,32003-3716,sandersb,3716,3716_3716,0,0,Clark,4,5
3716,FALSE,0,0,0,32003-3716,steyert,3716,3716_3716,0,0,Clark,4,5
3716,FALSE,0,0,0,32003-3716,warrene,3716,3716_3716,0,0,Clark,4,5
3716,FALSE,0,0,0,32003-3716,yanga,3716,3716_3716,0,0,Clark,4,5
3716,FALSE,0,0,0,32003-3716,uncommitted,3716,3716_3716,0,0,Clark,4,5
3715,FALSE,0,0,0,32003-3715,bennetm,3715,3715_3715,0,0,Clark,4,1
3715,FALSE,0,0,0,32003-3715,bidenj,3715,3715_3715,0,0,Clark,4,1
3715,FALSE,0,0,0,32003-3715,buttigiegp,3715,3715_3715,0,0,Clark,4,1
3715,FALSE,0,0,0,32003-3715,delaneyj,3715,3715_3715,0,0,Clark,4,1
3715,FALSE,0,0,0,32003-3715,gabbardt,3715,3715_3715,0,0,Clark,4,1
3715,FALSE,0,0,0,32003-3715,klobuchara,3715,3715_3715,0,0,Clark,4,1
3715,FALSE,0,0,0,32003-3715,patrickd,3715,3715_3715,0,0,Clark,4,1
3715,FALSE,0,0,0,32003-3715,sandersb,3715,3715_3715,0,0,Clark,4,1
3715,FALSE,0,0,0,32003-3715,steyert,3715,3715_3715,0,0,Clark,4,1
3715,FALSE,0,0,0,32003-3715,warrene,3715,3715_3715,0,0,Clark,4,1
3715,FALSE,0,0,0,32003-3715,yanga,3715,3715_3715,0,0,Clark,4,1
3715,FALSE,0,0,0,32003-3715,uncommitted,3715,3715_3715,0,0,Clark,4,1
3714,FALSE,0,0,0,32003-3714,bennetm,3714,3714_3714,0,0,Clark,4,1
3714,FALSE,0,0,0,32003-3714,bidenj,3714,3714_3714,0,0,Clark,4,1
3714,FALSE,0,0,0,32003-3714,buttigiegp,3714,3714_3714,0,0,Clark,4,1
3714,FALSE,0,0,0,32003-3714,delaneyj,3714,3714_3714,0,0,Clark,4,1
3714,FALSE,0,0,0,32003-3714,gabbardt,3714,3714_3714,0,0,Clark,4,1
3714,FALSE,0,0,0,32003-3714,klobuchara,3714,3714_3714,0,0,Clark,4,1
3714,FALSE,0,0,0,32003-3714,patrickd,3714,3714_3714,0,0,Clark,4,1
3714,FALSE,0,0,0,32003-3714,sandersb,3714,3714_3714,0,0,Clark,4,1
3714,FALSE,0,0,0,32003-3714,steyert,3714,3714_3714,0,0,Clark,4,1
3714,FALSE,0,0,0,32003-3714,warrene,3714,3714_3714,0,0,Clark,4,1
3714,FALSE,0,0,0,32003-3714,yanga,3714,3714_3714,0,0,Clark,4,1
3714,FALSE,0,0,0,32003-3714,uncommitted,3714,3714_3714,0,0,Clark,4,1
3713,FALSE,0,0,0,32003-3713,bennetm,3713,3713_3713,0,0,Clark,4,1
3713,FALSE,0,0,0,32003-3713,bidenj,3713,3713_3713,0,0,Clark,4,1
3713,FALSE,0,0,0,32003-3713,buttigiegp,3713,3713_3713,0,0,Clark,4,1
3713,FALSE,0,0,0,32003-3713,delaneyj,3713,3713_3713,0,0,Clark,4,1
3713,FALSE,0,0,0,32003-3713,gabbardt,3713,3713_3713,0,0,Clark,4,1
3713,FALSE,0,0,0,32003-3713,klobuchara,3713,3713_3713,0,0,Clark,4,1
3713,FALSE,0,0,0,32003-3713,patrickd,3713,3713_3713,0,0,Clark,4,1
3713,FALSE,0,0,0,32003-3713,sandersb,3713,3713_3713,0,0,Clark,4,1
3713,FALSE,0,0,0,32003-3713,steyert,3713,3713_3713,0,0,Clark,4,1
3713,FALSE,0,0,0,32003-3713,warrene,3713,3713_3713,0,0,Clark,4,1
3713,FALSE,0,0,0,32003-3713,yanga,3713,3713_3713,0,0,Clark,4,1
3713,FALSE,0,0,0,32003-3713,uncommitted,3713,3713_3713,0,0,Clark,4,1
3712,FALSE,0,0,0,32003-3712,bennetm,3712,3712_3712,0,0,Clark,4,1
3712,FALSE,0,0,0,32003-3712,bidenj,3712,3712_3712,0,0,Clark,4,1
3712,FALSE,0,0,0,32003-3712,buttigiegp,3712,3712_3712,0,0,Clark,4,1
3712,FALSE,0,0,0,32003-3712,delaneyj,3712,3712_3712,0,0,Clark,4,1
3712,FALSE,0,0,0,32003-3712,gabbardt,3712,3712_3712,0,0,Clark,4,1
3712,FALSE,0,0,0,32003-3712,klobuchara,3712,3712_3712,0,0,Clark,4,1
3712,FALSE,0,0,0,32003-3712,patrickd,3712,3712_3712,0,0,Clark,4,1
3712,FALSE,0,0,0,32003-3712,sandersb,3712,3712_3712,0,0,Clark,4,1
3712,FALSE,0,0,0,32003-3712,steyert,3712,3712_3712,0,0,Clark,4,1
3712,FALSE,0,0,0,32003-3712,warrene,3712,3712_3712,0,0,Clark,4,1
3712,FALSE,0,0,0,32003-3712,yanga,3712,3712_3712,0,0,Clark,4,1
3712,FALSE,0,0,0,32003-3712,uncommitted,3712,3712_3712,0,0,Clark,4,1
3711,FALSE,0,0,0,32003-3711,bennetm,3711,3711_3711,0,0,Clark,4,2
3711,FALSE,0,0,0,32003-3711,bidenj,3711,3711_3711,0,0,Clark,4,2
3711,FALSE,0,0,0,32003-3711,buttigiegp,3711,3711_3711,0,0,Clark,4,2
3711,FALSE,0,0,0,32003-3711,delaneyj,3711,3711_3711,0,0,Clark,4,2
3711,FALSE,0,0,0,32003-3711,gabbardt,3711,3711_3711,0,0,Clark,4,2
3711,FALSE,0,0,0,32003-3711,klobuchara,3711,3711_3711,0,0,Clark,4,2
3711,FALSE,0,0,0,32003-3711,patrickd,3711,3711_3711,0,0,Clark,4,2
3711,FALSE,0,0,0,32003-3711,sandersb,3711,3711_3711,0,0,Clark,4,2
3711,FALSE,0,0,0,32003-3711,steyert,3711,3711_3711,0,0,Clark,4,2
3711,FALSE,0,0,0,32003-3711,warrene,3711,3711_3711,0,0,Clark,4,2
3711,FALSE,0,0,0,32003-3711,yanga,3711,3711_3711,0,0,Clark,4,2
3711,FALSE,0,0,0,32003-3711,uncommitted,3711,3711_3711,0,0,Clark,4,2
3710,FALSE,0,0,0,32003-3710,bennetm,3710,3710_3710,0,0,Clark,4,2
3710,FALSE,0,0,0,32003-3710,bidenj,3710,3710_3710,0,0,Clark,4,2
3710,FALSE,0,0,0,32003-3710,buttigiegp,3710,3710_3710,0,0,Clark,4,2
3710,FALSE,0,0,0,32003-3710,delaneyj,3710,3710_3710,0,0,Clark,4,2
3710,FALSE,0,0,0,32003-3710,gabbardt,3710,3710_3710,0,0,Clark,4,2
3710,FALSE,0,0,0,32003-3710,klobuchara,3710,3710_3710,0,0,Clark,4,2
3710,FALSE,0,0,0,32003-3710,patrickd,3710,3710_3710,0,0,Clark,4,2
3710,FALSE,0,0,0,32003-3710,sandersb,3710,3710_3710,0,0,Clark,4,2
3710,FALSE,0,0,0,32003-3710,steyert,3710,3710_3710,0,0,Clark,4,2
3710,FALSE,0,0,0,32003-3710,warrene,3710,3710_3710,0,0,Clark,4,2
3710,FALSE,0,0,0,32003-3710,yanga,3710,3710_3710,0,0,Clark,4,2
3710,FALSE,0,0,0,32003-3710,uncommitted,3710,3710_3710,0,0,Clark,4,2
3709,FALSE,0,0,0,32003-3709,bennetm,3709,3709_3709,0,0,Clark,4,19
3709,FALSE,0,0,0,32003-3709,bidenj,3709,3709_3709,0,0,Clark,4,19
3709,FALSE,0,0,0,32003-3709,buttigiegp,3709,3709_3709,0,0,Clark,4,19
3709,FALSE,0,0,0,32003-3709,delaneyj,3709,3709_3709,0,0,Clark,4,19
3709,FALSE,0,0,0,32003-3709,gabbardt,3709,3709_3709,0,0,Clark,4,19
3709,FALSE,0,0,0,32003-3709,klobuchara,3709,3709_3709,0,0,Clark,4,19
3709,FALSE,0,0,0,32003-3709,patrickd,3709,3709_3709,0,0,Clark,4,19
3709,FALSE,0,0,0,32003-3709,sandersb,3709,3709_3709,0,0,Clark,4,19
3709,FALSE,0,0,0,32003-3709,steyert,3709,3709_3709,0,0,Clark,4,19
3709,FALSE,0,0,0,32003-3709,warrene,3709,3709_3709,0,0,Clark,4,19
3709,FALSE,0,0,0,32003-3709,yanga,3709,3709_3709,0,0,Clark,4,19
3709,FALSE,0,0,0,32003-3709,uncommitted,3709,3709_3709,0,0,Clark,4,19
3708,FALSE,0,0,0,32003-3708,bennetm,3708,3708_3708,0,0,Clark,4,7
3708,FALSE,0,0,0,32003-3708,bidenj,3708,3708_3708,0,0,Clark,4,7
3708,FALSE,0,0,0,32003-3708,buttigiegp,3708,3708_3708,0,0,Clark,4,7
3708,FALSE,0,0,0,32003-3708,delaneyj,3708,3708_3708,0,0,Clark,4,7
3708,FALSE,0,0,0,32003-3708,gabbardt,3708,3708_3708,0,0,Clark,4,7
3708,FALSE,0,0,0,32003-3708,klobuchara,3708,3708_3708,0,0,Clark,4,7
3708,FALSE,0,0,0,32003-3708,patrickd,3708,3708_3708,0,0,Clark,4,7
3708,FALSE,0,0,0,32003-3708,sandersb,3708,3708_3708,0,0,Clark,4,7
3708,FALSE,0,0,0,32003-3708,steyert,3708,3708_3708,0,0,Clark,4,7
3708,FALSE,0,0,0,32003-3708,warrene,3708,3708_3708,0,0,Clark,4,7
3708,FALSE,0,0,0,32003-3708,yanga,3708,3708_3708,0,0,Clark,4,7
3708,FALSE,0,0,0,32003-3708,uncommitted,3708,3708_3708,0,0,Clark,4,7
3707,FALSE,0,0,0,32003-3707,bennetm,3707,3707_3707,0,0,Clark,4,12
3707,FALSE,0,0,0,32003-3707,bidenj,3707,3707_3707,0,0,Clark,4,12
3707,FALSE,0,0,0,32003-3707,buttigiegp,3707,3707_3707,0,0,Clark,4,12
3707,FALSE,0,0,0,32003-3707,delaneyj,3707,3707_3707,0,0,Clark,4,12
3707,FALSE,0,0,0,32003-3707,gabbardt,3707,3707_3707,0,0,Clark,4,12
3707,FALSE,0,0,0,32003-3707,klobuchara,3707,3707_3707,0,0,Clark,4,12
3707,FALSE,0,0,0,32003-3707,patrickd,3707,3707_3707,0,0,Clark,4,12
3707,FALSE,0,0,0,32003-3707,sandersb,3707,3707_3707,0,0,Clark,4,12
3707,FALSE,0,0,0,32003-3707,steyert,3707,3707_3707,0,0,Clark,4,12
3707,FALSE,0,0,0,32003-3707,warrene,3707,3707_3707,0,0,Clark,4,12
3707,FALSE,0,0,0,32003-3707,yanga,3707,3707_3707,0,0,Clark,4,12
3707,FALSE,0,0,0,32003-3707,uncommitted,3707,3707_3707,0,0,Clark,4,12
3706,FALSE,0,0,0,32003-3706,bennetm,3706,3706_3706,0,0,Clark,4,19
3706,FALSE,0,0,0,32003-3706,bidenj,3706,3706_3706,0,0,Clark,4,19
3706,FALSE,0,0,0,32003-3706,buttigiegp,3706,3706_3706,0,0,Clark,4,19
3706,FALSE,0,0,0,32003-3706,delaneyj,3706,3706_3706,0,0,Clark,4,19
3706,FALSE,0,0,0,32003-3706,gabbardt,3706,3706_3706,0,0,Clark,4,19
3706,FALSE,0,0,0,32003-3706,klobuchara,3706,3706_3706,0,0,Clark,4,19
3706,FALSE,0,0,0,32003-3706,patrickd,3706,3706_3706,0,0,Clark,4,19
3706,FALSE,0,0,0,32003-3706,sandersb,3706,3706_3706,0,0,Clark,4,19
3706,FALSE,0,0,0,32003-3706,steyert,3706,3706_3706,0,0,Clark,4,19
3706,FALSE,0,0,0,32003-3706,warrene,3706,3706_3706,0,0,Clark,4,19
3706,FALSE,0,0,0,32003-3706,yanga,3706,3706_3706,0,0,Clark,4,19
3706,FALSE,0,0,0,32003-3706,uncommitted,3706,3706_3706,0,0,Clark,4,19
3705,FALSE,0,0,0,32003-3705,bennetm,3705,3705_3705,0,0,Clark,4,8
3705,FALSE,0,0,0,32003-3705,bidenj,3705,3705_3705,0,0,Clark,4,8
3705,FALSE,0,0,0,32003-3705,buttigiegp,3705,3705_3705,0,0,Clark,4,8
3705,FALSE,0,0,0,32003-3705,delaneyj,3705,3705_3705,0,0,Clark,4,8
3705,FALSE,0,0,0,32003-3705,gabbardt,3705,3705_3705,0,0,Clark,4,8
3705,FALSE,0,0,0,32003-3705,klobuchara,3705,3705_3705,0,0,Clark,4,8
3705,FALSE,0,0,0,32003-3705,patrickd,3705,3705_3705,0,0,Clark,4,8
3705,FALSE,0,0,0,32003-3705,sandersb,3705,3705_3705,0,0,Clark,4,8
3705,FALSE,0,0,0,32003-3705,steyert,3705,3705_3705,0,0,Clark,4,8
3705,FALSE,0,0,0,32003-3705,warrene,3705,3705_3705,0,0,Clark,4,8
3705,FALSE,0,0,0,32003-3705,yanga,3705,3705_3705,0,0,Clark,4,8
3705,FALSE,0,0,0,32003-3705,uncommitted,3705,3705_3705,0,0,Clark,4,8
3704,FALSE,0,0,0,32003-3704,bennetm,3704,3704_3704,0,0,Clark,4,9
3704,FALSE,0,0,0,32003-3704,bidenj,3704,3704_3704,0,0,Clark,4,9
3704,FALSE,0,0,0,32003-3704,buttigiegp,3704,3704_3704,0,0,Clark,4,9
3704,FALSE,0,0,0,32003-3704,delaneyj,3704,3704_3704,0,0,Clark,4,9
3704,FALSE,0,0,0,32003-3704,gabbardt,3704,3704_3704,0,0,Clark,4,9
3704,FALSE,0,0,0,32003-3704,klobuchara,3704,3704_3704,0,0,Clark,4,9
3704,FALSE,0,0,0,32003-3704,patrickd,3704,3704_3704,0,0,Clark,4,9
3704,FALSE,0,0,0,32003-3704,sandersb,3704,3704_3704,0,0,Clark,4,9
3704,FALSE,0,0,0,32003-3704,steyert,3704,3704_3704,0,0,Clark,4,9
3704,FALSE,0,0,0,32003-3704,warrene,3704,3704_3704,0,0,Clark,4,9
3704,FALSE,0,0,0,32003-3704,yanga,3704,3704_3704,0,0,Clark,4,9
3704,FALSE,0,0,0,32003-3704,uncommitted,3704,3704_3704,0,0,Clark,4,9
3703,FALSE,0,0,0,32003-3703,bennetm,3703,3703_3703,0,0,Clark,4,1
3703,FALSE,0,0,0,32003-3703,bidenj,3703,3703_3703,0,0,Clark,4,1
3703,FALSE,0,0,0,32003-3703,buttigiegp,3703,3703_3703,0,0,Clark,4,1
3703,FALSE,0,0,0,32003-3703,delaneyj,3703,3703_3703,0,0,Clark,4,1
3703,FALSE,0,0,0,32003-3703,gabbardt,3703,3703_3703,0,0,Clark,4,1
3703,FALSE,0,0,0,32003-3703,klobuchara,3703,3703_3703,0,0,Clark,4,1
3703,FALSE,0,0,0,32003-3703,patrickd,3703,3703_3703,0,0,Clark,4,1
3703,FALSE,0,0,0,32003-3703,sandersb,3703,3703_3703,0,0,Clark,4,1
3703,FALSE,0,0,0,32003-3703,steyert,3703,3703_3703,0,0,Clark,4,1
3703,FALSE,0,0,0,32003-3703,warrene,3703,3703_3703,0,0,Clark,4,1
3703,FALSE,0,0,0,32003-3703,yanga,3703,3703_3703,0,0,Clark,4,1
3703,FALSE,0,0,0,32003-3703,uncommitted,3703,3703_3703,0,0,Clark,4,1
3702,FALSE,0,0,0,32003-3702,bennetm,3702,3702_3702,0,0,Clark,4,18
3702,FALSE,0,0,0,32003-3702,bidenj,3702,3702_3702,0,0,Clark,4,18
3702,FALSE,0,0,0,32003-3702,buttigiegp,3702,3702_3702,0,0,Clark,4,18
3702,FALSE,0,0,0,32003-3702,delaneyj,3702,3702_3702,0,0,Clark,4,18
3702,FALSE,0,0,0,32003-3702,gabbardt,3702,3702_3702,0,0,Clark,4,18
3702,FALSE,0,0,0,32003-3702,klobuchara,3702,3702_3702,0,0,Clark,4,18
3702,FALSE,0,0,0,32003-3702,patrickd,3702,3702_3702,0,0,Clark,4,18
3702,FALSE,0,0,0,32003-3702,sandersb,3702,3702_3702,0,0,Clark,4,18
3702,FALSE,0,0,0,32003-3702,steyert,3702,3702_3702,0,0,Clark,4,18
3702,FALSE,0,0,0,32003-3702,warrene,3702,3702_3702,0,0,Clark,4,18
3702,FALSE,0,0,0,32003-3702,yanga,3702,3702_3702,0,0,Clark,4,18
3702,FALSE,0,0,0,32003-3702,uncommitted,3702,3702_3702,0,0,Clark,4,18
3701,FALSE,0,0,0,32003-3701,bennetm,3701,3701_3701,0,0,Clark,4,1
3701,FALSE,0,0,0,32003-3701,bidenj,3701,3701_3701,0,0,Clark,4,1
3701,FALSE,0,0,0,32003-3701,buttigiegp,3701,3701_3701,0,0,Clark,4,1
3701,FALSE,0,0,0,32003-3701,delaneyj,3701,3701_3701,0,0,Clark,4,1
3701,FALSE,0,0,0,32003-3701,gabbardt,3701,3701_3701,0,0,Clark,4,1
3701,FALSE,0,0,0,32003-3701,klobuchara,3701,3701_3701,0,0,Clark,4,1
3701,FALSE,0,0,0,32003-3701,patrickd,3701,3701_3701,0,0,Clark,4,1
3701,FALSE,0,0,0,32003-3701,sandersb,3701,3701_3701,0,0,Clark,4,1
3701,FALSE,0,0,0,32003-3701,steyert,3701,3701_3701,0,0,Clark,4,1
3701,FALSE,0,0,0,32003-3701,warrene,3701,3701_3701,0,0,Clark,4,1
3701,FALSE,0,0,0,32003-3701,yanga,3701,3701_3701,0,0,Clark,4,1
3701,FALSE,0,0,0,32003-3701,uncommitted,3701,3701_3701,0,0,Clark,4,1
3700,FALSE,0,0,0,32003-3700,bennetm,3700,3700_3700,0,0,Clark,4,1
3700,FALSE,0,0,0,32003-3700,bidenj,3700,3700_3700,0,0,Clark,4,1
3700,FALSE,0,0,0,32003-3700,buttigiegp,3700,3700_3700,0,0,Clark,4,1
3700,FALSE,0,0,0,32003-3700,delaneyj,3700,3700_3700,0,0,Clark,4,1
3700,FALSE,0,0,0,32003-3700,gabbardt,3700,3700_3700,0,0,Clark,4,1
3700,FALSE,0,0,0,32003-3700,klobuchara,3700,3700_3700,0,0,Clark,4,1
3700,FALSE,0,0,0,32003-3700,patrickd,3700,3700_3700,0,0,Clark,4,1
3700,FALSE,0,0,0,32003-3700,sandersb,3700,3700_3700,0,0,Clark,4,1
3700,FALSE,0,0,0,32003-3700,steyert,3700,3700_3700,0,0,Clark,4,1
3700,FALSE,0,0,0,32003-3700,warrene,3700,3700_3700,0,0,Clark,4,1
3700,FALSE,0,0,0,32003-3700,yanga,3700,3700_3700,0,0,Clark,4,1
3700,FALSE,0,0,0,32003-3700,uncommitted,3700,3700_3700,0,0,Clark,4,1
37,FALSE,0,0,0,32005-37,bennetm,37,37_37,0,0,Douglas,2,4
37,FALSE,0,0,0,32005-37,bennetm,37,37_37,0,0,Elko,2,1
37,FALSE,0,0,0,32005-37,bennetm,37,37_37,0,0,Lyon,2,5
37,FALSE,0,0,0,32005-37,bidenj,37,37_37,0,0,Douglas,2,4
37,FALSE,0,0,0,32005-37,bidenj,37,37_37,0,0,Elko,2,1
37,FALSE,0,0,0,32005-37,bidenj,37,37_37,0,0,Lyon,2,5
37,FALSE,0,0,0,32005-37,buttigiegp,37,37_37,0,0,Douglas,2,4
37,FALSE,0,0,0,32005-37,buttigiegp,37,37_37,0,0,Elko,2,1
